priority_rank,company_id,propensity_score,converted_30d_actual,signal_1,signal_2,signal_3,EMPLOYEE_RANGE,ALEXA_RANK,INDUSTRY,llm_sales_brief
3739,3618,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3740,1725,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3741,2532,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3742,4735,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3743,4914,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3744,3554,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3745,2761,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3746,319,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3747,1062,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3748,2438,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3749,3515,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3750,1695,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3751,3866,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3752,309,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3753,1079,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3754,613,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3755,1117,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3756,4586,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3757,4548,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3758,4899,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3759,1782,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3760,483,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3761,1521,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3762,1404,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3763,3516,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3764,4361,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3765,4928,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3766,3117,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3767,2468,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3768,4484,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3769,283,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3770,3479,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3771,1953,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3772,3587,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3773,1328,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3774,520,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3775,921,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3776,2132,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3777,2611,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3778,2700,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3779,1642,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3780,2951,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3781,1485,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3782,1326,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3783,2703,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3784,4770,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3785,1351,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3786,4859,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3787,3661,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3788,955,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3789,2681,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3790,3654,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3791,4625,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3792,2694,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3793,3067,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3794,4978,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3795,2603,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3796,2801,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3797,2051,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3798,1056,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3799,4603,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3800,1114,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3801,2365,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3802,1631,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3803,663,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3804,4075,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3805,1133,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3806,2915,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3807,2746,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3808,812,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3809,4673,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3810,1773,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3811,3796,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3812,815,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3813,2185,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3814,1674,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3815,2434,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3816,2762,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,MARKETING,
3817,4490,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3818,459,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3819,1010,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,TECH,
3820,1478,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3821,1421,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3822,4338,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3823,717,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3824,4950,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3825,858,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3826,473,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3827,1425,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3828,3139,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3829,4006,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3830,1443,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3831,4723,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3832,2380,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3833,1206,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3834,4695,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3835,2629,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3836,1389,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3837,2765,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3838,750,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3839,2382,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3840,4547,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3841,4451,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3842,3666,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3843,4156,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3844,2082,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3845,5121,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3846,3376,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3847,3837,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3848,2356,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3849,793,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3850,623,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3851,5193,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3852,1767,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3853,747,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3854,1191,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3855,3747,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3856,287,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3857,1375,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3858,4375,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
